	unsorted	sorted
37788	[16, 9, 16, 5, 18]	[5, 9, 16, 16, 18]
37789	[10, 3, 9, 28, 28]	[3, 9, 10, 28, 28]
37790	[15, 5, 15, 25, 9]	[5, 9, 15, 15, 25]
37791	[5, 20, 7, 20, 5]	[5, 5, 7, 20, 20]
37792	[2, 10, 12, 12, 6]	[2, 6, 10, 12, 12]
37793	[1, 4, 12, 21, 24]	[1, 4, 12, 21, 24]
37794	[20, 20, 10, 4, 18]	[4, 10, 18, 20, 20]
37795	[4, 20, 21, 40, 6]	[4, 6, 20, 21, 40]
37796	[3, 16, 4, 5, 45]	[3, 4, 5, 16, 45]
37797	[1, 8, 15, 21, 21]	[1, 8, 15, 21, 21]
37798	[9, 12, 6, 32, 9]	[6, 9, 9, 12, 32]
37799	[4, 12, 8, 28, 10]	[4, 8, 10, 12, 28]
37800	[3, 30, 7, 6, 15]	[3, 6, 7, 15, 30]
37801	[20, 9, 10, 8, 12]	[8, 9, 10, 12, 20]
37802	[12, 4, 8, 24, 9]	[4, 8, 9, 12, 24]
37803	[1, 25, 25, 25, 36]	[1, 25, 25, 25, 36]
37804	[10, 18, 20, 5, 24]	[5, 10, 18, 20, 24]
37805	[5, 12, 7, 20, 24]	[5, 7, 12, 20, 24]
37806	[2, 25, 16, 35, 10]	[2, 10, 16, 25, 35]
37807	[16, 9, 24, 35, 30]	[9, 16, 24, 30, 35]
37808	[4, 12, 6, 15, 16]	[4, 6, 12, 15, 16]
37809	[15, 4, 8, 7, 12]	[4, 7, 8, 12, 15]
37810	[20, 15, 12, 40, 14]	[12, 14, 15, 20, 40]
37811	[2, 5, 15, 12, 21]	[2, 5, 12, 15, 21]
37812	[16, 20, 12, 6, 36]	[6, 12, 16, 20, 36]
37813	[5, 20, 4, 8, 8]	[4, 5, 8, 8, 20]
37814	[25, 5, 6, 18, 32]	[5, 6, 18, 25, 32]
37815	[15, 4, 12, 25, 36]	[4, 12, 15, 25, 36]
37816	[5, 2, 7, 16, 18]	[2, 5, 7, 16, 18]
37817	[12, 12, 9, 4, 21]	[4, 9, 12, 12, 21]
37818	[12, 4, 7, 16, 12]	[4, 7, 12, 12, 16]
37819	[6, 6, 24, 12, 16]	[6, 6, 12, 16, 24]
37820	[4, 24, 28, 15, 7]	[4, 7, 15, 24, 28]
37821	[8, 9, 21, 40, 24]	[8, 9, 21, 24, 40]
37822	[20, 5, 12, 32, 16]	[5, 12, 16, 20, 32]
37823	[15, 9, 7, 35, 32]	[7, 9, 15, 32, 35]
37824	[4, 15, 30, 20, 30]	[4, 15, 20, 30, 30]
37825	[6, 6, 21, 5, 28]	[5, 6, 6, 21, 28]
37826	[2, 10, 35, 16, 40]	[2, 10, 16, 35, 40]
37827	[20, 9, 16, 20, 9]	[9, 9, 16, 20, 20]
37828	[2, 16, 12, 24, 10]	[2, 10, 12, 16, 24]
37829	[8, 16, 15, 32, 24]	[8, 15, 16, 24, 32]
37830	[25, 16, 24, 16, 9]	[9, 16, 16, 24, 25]
37831	[20, 9, 4, 7, 6]	[4, 6, 7, 9, 20]
37832	[6, 6, 20, 6, 20]	[6, 6, 6, 20, 20]
37833	[16, 20, 4, 21, 6]	[4, 6, 16, 20, 21]
37834	[5, 4, 14, 8, 15]	[4, 5, 8, 14, 15]
37835	[3, 8, 35, 6, 10]	[3, 6, 8, 10, 35]
37836	[2, 6, 9, 10, 15]	[2, 6, 9, 10, 15]
37837	[6, 6, 5, 10, 24]	[5, 6, 6, 10, 24]
37838	[5, 8, 15, 32, 45]	[5, 8, 15, 32, 45]
37839	[20, 6, 15, 35, 18]	[6, 15, 18, 20, 35]
37840	[5, 3, 7, 5, 15]	[3, 5, 5, 7, 15]
37841	[20, 9, 12, 14, 24]	[9, 12, 14, 20, 24]
37842	[3, 9, 20, 28, 6]	[3, 6, 9, 20, 28]
37843	[1, 24, 35, 7, 25]	[1, 7, 24, 25, 35]
37844	[2, 10, 3, 8, 25]	[2, 3, 8, 10, 25]
37845	[8, 12, 12, 20, 21]	[8, 12, 12, 20, 21]
37846	[2, 5, 25, 32, 35]	[2, 5, 25, 32, 35]
37847	[4, 12, 12, 40, 27]	[4, 12, 12, 27, 40]
37848	[9, 12, 5, 8, 10]	[5, 8, 9, 10, 12]
37849	[6, 9, 35, 16, 35]	[6, 9, 16, 35, 35]
37850	[1, 15, 24, 35, 6]	[1, 6, 15, 24, 35]
37851	[5, 8, 24, 6, 8]	[5, 6, 8, 8, 24]
37852	[10, 20, 8, 12, 21]	[8, 10, 12, 20, 21]
37853	[4, 16, 5, 16, 9]	[4, 5, 9, 16, 16]
37854	[1, 5, 7, 40, 30]	[1, 5, 7, 30, 40]
37855	[2, 12, 15, 24, 24]	[2, 12, 15, 24, 24]
37856	[4, 30, 10, 30, 45]	[4, 10, 30, 30, 45]
37857	[6, 8, 28, 12, 10]	[6, 8, 10, 12, 28]
37858	[1, 18, 18, 14, 40]	[1, 14, 18, 18, 40]
37859	[2, 15, 7, 18, 28]	[2, 7, 15, 18, 28]
37860	[4, 8, 7, 5, 9]	[4, 5, 7, 8, 9]
37861	[8, 20, 30, 18, 24]	[8, 18, 20, 24, 30]
37862	[12, 12, 8, 20, 25]	[8, 12, 12, 20, 25]
37863	[10, 10, 4, 6, 10]	[4, 6, 10, 10, 10]
37864	[2, 20, 16, 4, 7]	[2, 4, 7, 16, 20]
37865	[20, 12, 4, 16, 25]	[4, 12, 16, 20, 25]
37866	[16, 20, 15, 16, 36]	[15, 16, 16, 20, 36]
37867	[20, 18, 20, 7, 21]	[7, 18, 20, 20, 21]
37868	[12, 3, 35, 15, 6]	[3, 6, 12, 15, 35]
37869	[25, 6, 14, 24, 28]	[6, 14, 24, 25, 28]
37870	[1, 3, 14, 15, 6]	[1, 3, 6, 14, 15]
37871	[10, 6, 20, 35, 18]	[6, 10, 18, 20, 35]
37872	[10, 20, 15, 40, 20]	[10, 15, 20, 20, 40]
37873	[4, 15, 5, 8, 7]	[4, 5, 7, 8, 15]
37874	[10, 12, 15, 40, 32]	[10, 12, 15, 32, 40]
37875	[2, 3, 12, 14, 15]	[2, 3, 12, 14, 15]
37876	[20, 8, 20, 21, 30]	[8, 20, 20, 21, 30]
37877	[20, 12, 20, 14, 15]	[12, 14, 15, 20, 20]
37878	[20, 8, 35, 16, 45]	[8, 16, 20, 35, 45]
37879	[10, 12, 3, 24, 45]	[3, 10, 12, 24, 45]
37880	[4, 5, 4, 20, 24]	[4, 4, 5, 20, 24]
37881	[10, 12, 9, 14, 15]	[9, 10, 12, 14, 15]
37882	[8, 6, 25, 5, 40]	[5, 6, 8, 25, 40]
37883	[8, 30, 24, 20, 9]	[8, 9, 20, 24, 30]
37884	[2, 8, 12, 10, 35]	[2, 8, 10, 12, 35]
37885	[20, 10, 14, 25, 32]	[10, 14, 20, 25, 32]
37886	[12, 20, 14, 12, 10]	[10, 12, 12, 14, 20]
37887	[15, 12, 24, 6, 25]	[6, 12, 15, 24, 25]
37888	[20, 5, 4, 18, 25]	[4, 5, 18, 20, 25]
37889	[3, 15, 18, 15, 12]	[3, 12, 15, 15, 18]
37890	[5, 20, 18, 32, 40]	[5, 18, 20, 32, 40]
37891	[4, 10, 12, 24, 5]	[4, 5, 10, 12, 24]
37892	[12, 6, 3, 24, 25]	[3, 6, 12, 24, 25]
37893	[10, 15, 30, 24, 32]	[10, 15, 24, 30, 32]
37894	[4, 25, 12, 5, 45]	[4, 5, 12, 25, 45]
37895	[2, 12, 16, 8, 5]	[2, 5, 8, 12, 16]
37896	[8, 6, 7, 8, 8]	[6, 7, 8, 8, 8]
37897	[15, 25, 6, 24, 15]	[6, 15, 15, 24, 25]
37898	[5, 10, 16, 12, 40]	[5, 10, 12, 16, 40]
37899	[16, 18, 35, 28, 36]	[16, 18, 28, 35, 36]
37900	[10, 20, 30, 8, 10]	[8, 10, 10, 20, 30]
37901	[1, 25, 20, 24, 45]	[1, 20, 24, 25, 45]
37902	[20, 25, 5, 4, 36]	[4, 5, 20, 25, 36]
37903	[4, 25, 5, 6, 30]	[4, 5, 6, 25, 30]
37904	[10, 24, 6, 7, 20]	[6, 7, 10, 20, 24]
37905	[8, 15, 3, 12, 28]	[3, 8, 12, 15, 28]
37906	[3, 5, 21, 20, 18]	[3, 5, 18, 20, 21]
37907	[6, 5, 14, 4, 6]	[4, 5, 6, 6, 14]
37908	[9, 15, 6, 30, 18]	[6, 9, 15, 18, 30]
37909	[8, 20, 30, 4, 25]	[4, 8, 20, 25, 30]
37910	[10, 12, 15, 16, 30]	[10, 12, 15, 16, 30]
37911	[4, 4, 3, 18, 10]	[3, 4, 4, 10, 18]
37912	[9, 5, 21, 6, 9]	[5, 6, 9, 9, 21]
37913	[4, 10, 35, 40, 20]	[4, 10, 20, 35, 40]
37914	[12, 24, 6, 16, 16]	[6, 12, 16, 16, 24]
37915	[15, 12, 15, 40, 36]	[12, 15, 15, 36, 40]
37916	[3, 3, 6, 20, 20]	[3, 3, 6, 20, 20]
37917	[1, 3, 5, 10, 20]	[1, 3, 5, 10, 20]
37918	[25, 16, 12, 24, 24]	[12, 16, 24, 24, 25]
37919	[10, 15, 15, 18, 45]	[10, 15, 15, 18, 45]
37920	[4, 10, 15, 28, 45]	[4, 10, 15, 28, 45]
37921	[2, 2, 14, 5, 25]	[2, 2, 5, 14, 25]
37922	[10, 20, 6, 25, 36]	[6, 10, 20, 25, 36]
37923	[25, 24, 24, 32, 7]	[7, 24, 24, 25, 32]
37924	[15, 25, 14, 8, 40]	[8, 14, 15, 25, 40]
37925	[8, 15, 24, 18, 20]	[8, 15, 18, 20, 24]
37926	[4, 4, 25, 20, 16]	[4, 4, 16, 20, 25]
37927	[2, 6, 15, 16, 40]	[2, 6, 15, 16, 40]
37928	[1, 5, 6, 12, 15]	[1, 5, 6, 12, 15]
37929	[2, 20, 24, 6, 14]	[2, 6, 14, 20, 24]
37930	[10, 10, 12, 25, 5]	[5, 10, 10, 12, 25]
37931	[3, 12, 21, 12, 45]	[3, 12, 12, 21, 45]
37932	[8, 12, 5, 12, 18]	[5, 8, 12, 12, 18]
37933	[8, 10, 14, 12, 36]	[8, 10, 12, 14, 36]
37934	[10, 24, 4, 20, 21]	[4, 10, 20, 21, 24]
37935	[8, 16, 5, 12, 30]	[5, 8, 12, 16, 30]
37936	[20, 30, 5, 8, 5]	[5, 5, 8, 20, 30]
37937	[25, 15, 14, 24, 18]	[14, 15, 18, 24, 25]
37938	[2, 20, 10, 25, 28]	[2, 10, 20, 25, 28]
37939	[3, 18, 12, 28, 40]	[3, 12, 18, 28, 40]
37940	[6, 6, 30, 32, 16]	[6, 6, 16, 30, 32]
37941	[2, 4, 20, 16, 45]	[2, 4, 16, 20, 45]
37942	[10, 12, 24, 20, 6]	[6, 10, 12, 20, 24]
37943	[10, 18, 3, 16, 32]	[3, 10, 16, 18, 32]
37944	[20, 9, 16, 12, 6]	[6, 9, 12, 16, 20]
37945	[5, 4, 6, 8, 18]	[4, 5, 6, 8, 18]
37946	[2, 30, 35, 12, 6]	[2, 6, 12, 30, 35]
37947	[5, 18, 25, 35, 10]	[5, 10, 18, 25, 35]
37948	[16, 6, 24, 10, 30]	[6, 10, 16, 24, 30]
37949	[6, 15, 30, 35, 5]	[5, 6, 15, 30, 35]
37950	[2, 10, 5, 24, 28]	[2, 5, 10, 24, 28]
37951	[4, 18, 10, 21, 36]	[4, 10, 18, 21, 36]
37952	[16, 2, 21, 5, 14]	[2, 5, 14, 16, 21]
37953	[5, 4, 21, 12, 14]	[4, 5, 12, 14, 21]
37954	[4, 20, 16, 20, 32]	[4, 16, 20, 20, 32]
37955	[12, 6, 6, 18, 21]	[6, 6, 12, 18, 21]
37956	[12, 10, 5, 30, 18]	[5, 10, 12, 18, 30]
37957	[12, 10, 12, 15, 24]	[10, 12, 12, 15, 24]
37958	[20, 6, 16, 32, 40]	[6, 16, 20, 32, 40]
37959	[10, 6, 15, 28, 18]	[6, 10, 15, 18, 28]
37960	[2, 8, 25, 35, 40]	[2, 8, 25, 35, 40]
37961	[6, 4, 14, 8, 10]	[4, 6, 8, 10, 14]
37962	[5, 12, 14, 25, 40]	[5, 12, 14, 25, 40]
37963	[9, 8, 15, 32, 21]	[8, 9, 15, 21, 32]
37964	[10, 4, 28, 28, 15]	[4, 10, 15, 28, 28]
37965	[5, 4, 6, 15, 40]	[4, 5, 6, 15, 40]
37966	[1, 10, 15, 24, 7]	[1, 7, 10, 15, 24]
37967	[20, 10, 12, 10, 25]	[10, 10, 12, 20, 25]
37968	[15, 16, 20, 24, 5]	[5, 15, 16, 20, 24]
37969	[2, 12, 20, 7, 15]	[2, 7, 12, 15, 20]
37970	[16, 20, 12, 20, 24]	[12, 16, 20, 20, 24]
37971	[2, 8, 20, 8, 8]	[2, 8, 8, 8, 20]
37972	[16, 5, 30, 4, 35]	[4, 5, 16, 30, 35]
37973	[10, 8, 20, 8, 45]	[8, 8, 10, 20, 45]
37974	[5, 20, 6, 28, 32]	[5, 6, 20, 28, 32]
37975	[6, 20, 7, 16, 40]	[6, 7, 16, 20, 40]
37976	[3, 4, 21, 20, 21]	[3, 4, 20, 21, 21]
37977	[10, 6, 16, 20, 30]	[6, 10, 16, 20, 30]
37978	[15, 3, 20, 4, 25]	[3, 4, 15, 20, 25]
37979	[25, 10, 30, 32, 21]	[10, 21, 25, 30, 32]
37980	[15, 4, 10, 8, 7]	[4, 7, 8, 10, 15]
37981	[5, 18, 6, 40, 18]	[5, 6, 18, 18, 40]
37982	[3, 12, 28, 12, 10]	[3, 10, 12, 12, 28]
37983	[10, 6, 6, 24, 21]	[6, 6, 10, 21, 24]
37984	[1, 15, 28, 6, 7]	[1, 6, 7, 15, 28]
37985	[8, 18, 7, 16, 36]	[7, 8, 16, 18, 36]
37986	[1, 18, 20, 12, 35]	[1, 12, 18, 20, 35]
37987	[2, 20, 6, 8, 45]	[2, 6, 8, 20, 45]
37988	[25, 25, 21, 16, 14]	[14, 16, 21, 25, 25]
37989	[5, 4, 15, 28, 6]	[4, 5, 6, 15, 28]
37990	[1, 10, 28, 12, 10]	[1, 10, 10, 12, 28]
37991	[4, 5, 8, 20, 21]	[4, 5, 8, 20, 21]
37992	[3, 20, 6, 35, 32]	[3, 6, 20, 32, 35]
37993	[3, 16, 12, 21, 24]	[3, 12, 16, 21, 24]
37994	[1, 12, 16, 20, 35]	[1, 12, 16, 20, 35]
37995	[5, 10, 20, 35, 6]	[5, 6, 10, 20, 35]
37996	[12, 4, 14, 20, 32]	[4, 12, 14, 20, 32]
37997	[8, 6, 20, 40, 24]	[6, 8, 20, 24, 40]
37998	[8, 30, 12, 24, 28]	[8, 12, 24, 28, 30]
37999	[2, 6, 25, 8, 32]	[2, 6, 8, 25, 32]
38000	[2, 20, 9, 6, 20]	[2, 6, 9, 20, 20]
38001	[3, 12, 35, 6, 25]	[3, 6, 12, 25, 35]
38002	[3, 3, 21, 25, 14]	[3, 3, 14, 21, 25]
38003	[20, 20, 4, 14, 18]	[4, 14, 18, 20, 20]
38004	[10, 16, 6, 21, 36]	[6, 10, 16, 21, 36]
38005	[3, 30, 7, 25, 16]	[3, 7, 16, 25, 30]
38006	[12, 9, 4, 5, 7]	[4, 5, 7, 9, 12]
38007	[2, 9, 3, 24, 21]	[2, 3, 9, 21, 24]
38008	[2, 2, 35, 6, 9]	[2, 2, 6, 9, 35]
38009	[9, 25, 12, 18, 27]	[9, 12, 18, 25, 27]
38010	[10, 2, 12, 32, 35]	[2, 10, 12, 32, 35]
38011	[3, 12, 12, 7, 9]	[3, 7, 9, 12, 12]
38012	[2, 16, 15, 12, 10]	[2, 10, 12, 15, 16]
38013	[15, 3, 10, 14, 7]	[3, 7, 10, 14, 15]
38014	[6, 24, 20, 5, 9]	[5, 6, 9, 20, 24]
38015	[12, 4, 9, 24, 7]	[4, 7, 9, 12, 24]
38016	[6, 10, 12, 7, 21]	[6, 7, 10, 12, 21]
38017	[10, 30, 24, 18, 25]	[10, 18, 24, 25, 30]
38018	[5, 24, 35, 40, 25]	[5, 24, 25, 35, 40]
38019	[2, 10, 6, 15, 21]	[2, 6, 10, 15, 21]
38020	[20, 12, 18, 20, 35]	[12, 18, 20, 20, 35]
38021	[15, 10, 18, 15, 27]	[10, 15, 15, 18, 27]
38022	[25, 5, 7, 20, 27]	[5, 7, 20, 25, 27]
38023	[10, 3, 6, 12, 10]	[3, 6, 10, 10, 12]
38024	[4, 16, 9, 7, 27]	[4, 7, 9, 16, 27]
38025	[8, 12, 25, 4, 20]	[4, 8, 12, 20, 25]
38026	[2, 4, 12, 24, 6]	[2, 4, 6, 12, 24]
38027	[8, 4, 24, 8, 18]	[4, 8, 8, 18, 24]
38028	[8, 16, 10, 5, 32]	[5, 8, 10, 16, 32]
38029	[4, 8, 20, 10, 6]	[4, 6, 8, 10, 20]
38030	[5, 25, 4, 24, 45]	[4, 5, 24, 25, 45]
38031	[4, 6, 12, 21, 32]	[4, 6, 12, 21, 32]
38032	[12, 8, 6, 12, 27]	[6, 8, 12, 12, 27]
38033	[10, 5, 6, 8, 18]	[5, 6, 8, 10, 18]
38034	[3, 8, 12, 6, 12]	[3, 6, 8, 12, 12]
38035	[6, 6, 6, 40, 40]	[6, 6, 6, 40, 40]
38036	[3, 24, 16, 20, 30]	[3, 16, 20, 24, 30]
38037	[16, 10, 4, 16, 24]	[4, 10, 16, 16, 24]
38038	[4, 4, 9, 12, 25]	[4, 4, 9, 12, 25]
38039	[6, 3, 20, 20, 40]	[3, 6, 20, 20, 40]
38040	[15, 15, 3, 7, 45]	[3, 7, 15, 15, 45]
38041	[16, 4, 6, 18, 18]	[4, 6, 16, 18, 18]
38042	[10, 18, 5, 16, 32]	[5, 10, 16, 18, 32]
38043	[15, 20, 4, 7, 14]	[4, 7, 14, 15, 20]
38044	[9, 6, 4, 25, 36]	[4, 6, 9, 25, 36]
38045	[8, 15, 6, 12, 9]	[6, 8, 9, 12, 15]
38046	[3, 16, 8, 8, 28]	[3, 8, 8, 16, 28]
38047	[16, 24, 16, 32, 9]	[9, 16, 16, 24, 32]
38048	[20, 3, 12, 4, 30]	[3, 4, 12, 20, 30]
38049	[4, 20, 12, 4, 20]	[4, 4, 12, 20, 20]
38050	[6, 5, 15, 6, 6]	[5, 6, 6, 6, 15]
38051	[4, 4, 20, 30, 7]	[4, 4, 7, 20, 30]
38052	[2, 12, 15, 7, 27]	[2, 7, 12, 15, 27]
38053	[6, 15, 21, 21, 25]	[6, 15, 21, 21, 25]
38054	[12, 4, 21, 35, 45]	[4, 12, 21, 35, 45]
38055	[10, 20, 15, 5, 18]	[5, 10, 15, 18, 20]
38056	[4, 8, 6, 6, 45]	[4, 6, 6, 8, 45]
38057	[5, 25, 24, 18, 30]	[5, 18, 24, 25, 30]
38058	[25, 8, 25, 16, 45]	[8, 16, 25, 25, 45]
38059	[2, 4, 12, 25, 12]	[2, 4, 12, 12, 25]
38060	[10, 3, 3, 21, 7]	[3, 3, 7, 10, 21]
38061	[3, 6, 6, 28, 5]	[3, 5, 6, 6, 28]
38062	[5, 4, 18, 5, 12]	[4, 5, 5, 12, 18]
38063	[5, 6, 25, 32, 24]	[5, 6, 24, 25, 32]
38064	[4, 12, 18, 20, 36]	[4, 12, 18, 20, 36]
38065	[1, 3, 20, 7, 9]	[1, 3, 7, 9, 20]
38066	[10, 10, 15, 28, 30]	[10, 10, 15, 28, 30]
38067	[15, 8, 20, 32, 24]	[8, 15, 20, 24, 32]
38068	[15, 8, 35, 20, 8]	[8, 8, 15, 20, 35]
38069	[4, 16, 3, 4, 35]	[3, 4, 4, 16, 35]
38070	[9, 15, 9, 15, 18]	[9, 9, 15, 15, 18]
38071	[25, 8, 6, 7, 30]	[6, 7, 8, 25, 30]
38072	[6, 15, 16, 6, 18]	[6, 6, 15, 16, 18]
38073	[2, 30, 25, 8, 9]	[2, 8, 9, 25, 30]
38074	[9, 6, 6, 25, 24]	[6, 6, 9, 24, 25]
38075	[10, 9, 6, 7, 16]	[6, 7, 9, 10, 16]
38076	[4, 16, 5, 14, 14]	[4, 5, 14, 14, 16]
38077	[10, 8, 7, 16, 8]	[7, 8, 8, 10, 16]
38078	[3, 2, 6, 18, 24]	[2, 3, 6, 18, 24]
38079	[9, 10, 6, 5, 27]	[5, 6, 9, 10, 27]
38080	[15, 6, 24, 21, 5]	[5, 6, 15, 21, 24]
38081	[4, 6, 20, 30, 10]	[4, 6, 10, 20, 30]
38082	[20, 6, 8, 6, 10]	[6, 6, 8, 10, 20]
38083	[15, 2, 6, 24, 30]	[2, 6, 15, 24, 30]
38084	[10, 9, 20, 15, 30]	[9, 10, 15, 20, 30]
38085	[16, 15, 8, 28, 45]	[8, 15, 16, 28, 45]
38086	[15, 16, 15, 14, 18]	[14, 15, 15, 16, 18]
38087	[6, 12, 6, 30, 18]	[6, 6, 12, 18, 30]
38088	[20, 6, 20, 40, 27]	[6, 20, 20, 27, 40]
38089	[20, 10, 14, 25, 27]	[10, 14, 20, 25, 27]
38090	[5, 24, 18, 28, 20]	[5, 18, 20, 24, 28]
38091	[4, 9, 6, 20, 10]	[4, 6, 9, 10, 20]
38092	[12, 24, 9, 14, 25]	[9, 12, 14, 24, 25]
38093	[25, 6, 21, 16, 9]	[6, 9, 16, 21, 25]
38094	[2, 16, 24, 32, 27]	[2, 16, 24, 27, 32]
38095	[4, 12, 12, 7, 28]	[4, 7, 12, 12, 28]
38096	[3, 30, 12, 21, 5]	[3, 5, 12, 21, 30]
38097	[6, 8, 15, 15, 21]	[6, 8, 15, 15, 21]
38098	[3, 3, 15, 24, 35]	[3, 3, 15, 24, 35]
38099	[15, 30, 3, 24, 27]	[3, 15, 24, 27, 30]
38100	[25, 20, 24, 12, 36]	[12, 20, 24, 25, 36]
38101	[6, 5, 9, 20, 32]	[5, 6, 9, 20, 32]
38102	[3, 4, 12, 7, 6]	[3, 4, 6, 7, 12]
38103	[12, 4, 21, 21, 9]	[4, 9, 12, 21, 21]
38104	[15, 30, 5, 24, 28]	[5, 15, 24, 28, 30]
38105	[10, 20, 21, 40, 27]	[10, 20, 21, 27, 40]
38106	[12, 8, 5, 7, 21]	[5, 7, 8, 12, 21]
38107	[25, 4, 8, 6, 30]	[4, 6, 8, 25, 30]
38108	[5, 8, 14, 20, 27]	[5, 8, 14, 20, 27]
38109	[15, 20, 20, 7, 25]	[7, 15, 20, 20, 25]
38110	[5, 9, 20, 35, 21]	[5, 9, 20, 21, 35]
38111	[10, 12, 9, 10, 15]	[9, 10, 10, 12, 15]
38112	[10, 20, 12, 35, 15]	[10, 12, 15, 20, 35]
38113	[20, 6, 21, 10, 30]	[6, 10, 20, 21, 30]
38114	[20, 24, 7, 12, 27]	[7, 12, 20, 24, 27]
38115	[2, 5, 9, 16, 24]	[2, 5, 9, 16, 24]
38116	[12, 10, 18, 4, 24]	[4, 10, 12, 18, 24]
38117	[10, 4, 8, 10, 24]	[4, 8, 10, 10, 24]
38118	[8, 20, 8, 32, 5]	[5, 8, 8, 20, 32]
38119	[16, 3, 25, 5, 7]	[3, 5, 7, 16, 25]
38120	[2, 18, 9, 4, 28]	[2, 4, 9, 18, 28]
38121	[2, 8, 35, 16, 5]	[2, 5, 8, 16, 35]
38122	[20, 20, 10, 10, 8]	[8, 10, 10, 20, 20]
38123	[4, 30, 4, 24, 27]	[4, 4, 24, 27, 30]
38124	[20, 6, 10, 4, 36]	[4, 6, 10, 20, 36]
38125	[15, 20, 12, 10, 6]	[6, 10, 12, 15, 20]
38126	[3, 6, 15, 15, 28]	[3, 6, 15, 15, 28]
38127	[4, 4, 14, 8, 30]	[4, 4, 8, 14, 30]
38128	[1, 15, 12, 16, 27]	[1, 12, 15, 16, 27]
38129	[5, 20, 12, 14, 12]	[5, 12, 12, 14, 20]
38130	[20, 5, 5, 24, 7]	[5, 5, 7, 20, 24]
38131	[20, 20, 12, 16, 14]	[12, 14, 16, 20, 20]
38132	[6, 6, 21, 32, 30]	[6, 6, 21, 30, 32]
38133	[25, 15, 20, 12, 45]	[12, 15, 20, 25, 45]
38134	[2, 4, 20, 32, 28]	[2, 4, 20, 28, 32]
38135	[4, 25, 30, 24, 5]	[4, 5, 24, 25, 30]
38136	[25, 24, 12, 21, 6]	[6, 12, 21, 24, 25]
38137	[5, 4, 9, 24, 6]	[4, 5, 6, 9, 24]
38138	[6, 5, 9, 20, 20]	[5, 6, 9, 20, 20]
38139	[5, 5, 24, 25, 9]	[5, 5, 9, 24, 25]
38140	[16, 15, 15, 40, 12]	[12, 15, 15, 16, 40]
38141	[3, 24, 12, 15, 15]	[3, 12, 15, 15, 24]
38142	[5, 3, 20, 14, 21]	[3, 5, 14, 20, 21]
38143	[10, 15, 6, 18, 30]	[6, 10, 15, 18, 30]
38144	[12, 15, 25, 12, 30]	[12, 12, 15, 25, 30]
38145	[20, 20, 6, 25, 15]	[6, 15, 20, 20, 25]
38146	[3, 12, 24, 7, 24]	[3, 7, 12, 24, 24]
38147	[8, 8, 12, 28, 24]	[8, 8, 12, 24, 28]
38148	[1, 24, 35, 35, 36]	[1, 24, 35, 35, 36]
38149	[20, 30, 10, 20, 10]	[10, 10, 20, 20, 30]
38150	[8, 10, 9, 30, 15]	[8, 9, 10, 15, 30]
38151	[10, 15, 24, 16, 36]	[10, 15, 16, 24, 36]
38152	[6, 15, 4, 16, 35]	[4, 6, 15, 16, 35]
38153	[2, 2, 21, 21, 10]	[2, 2, 10, 21, 21]
38154	[1, 30, 10, 15, 7]	[1, 7, 10, 15, 30]
38155	[2, 12, 16, 4, 18]	[2, 4, 12, 16, 18]
38156	[16, 8, 12, 16, 18]	[8, 12, 16, 16, 18]
38157	[12, 8, 10, 40, 8]	[8, 8, 10, 12, 40]
38158	[5, 16, 35, 5, 27]	[5, 5, 16, 27, 35]
38159	[10, 8, 3, 5, 45]	[3, 5, 8, 10, 45]
38160	[1, 25, 7, 20, 24]	[1, 7, 20, 24, 25]
38161	[25, 6, 7, 4, 7]	[4, 6, 7, 7, 25]
38162	[12, 30, 9, 10, 21]	[9, 10, 12, 21, 30]
38163	[4, 20, 25, 20, 28]	[4, 20, 20, 25, 28]
38164	[5, 8, 21, 20, 28]	[5, 8, 20, 21, 28]
38165	[2, 9, 7, 20, 14]	[2, 7, 9, 14, 20]
38166	[10, 2, 12, 6, 24]	[2, 6, 10, 12, 24]
38167	[6, 6, 18, 20, 6]	[6, 6, 6, 18, 20]
38168	[4, 24, 8, 6, 24]	[4, 6, 8, 24, 24]
38169	[4, 6, 10, 12, 10]	[4, 6, 10, 10, 12]
38170	[2, 4, 15, 4, 20]	[2, 4, 4, 15, 20]
38171	[4, 20, 15, 16, 36]	[4, 15, 16, 20, 36]
38172	[20, 4, 35, 20, 7]	[4, 7, 20, 20, 35]
38173	[8, 3, 4, 25, 21]	[3, 4, 8, 21, 25]
38174	[20, 15, 6, 24, 6]	[6, 6, 15, 20, 24]
38175	[3, 20, 9, 24, 7]	[3, 7, 9, 20, 24]
38176	[5, 5, 25, 40, 40]	[5, 5, 25, 40, 40]
38177	[5, 25, 25, 16, 32]	[5, 16, 25, 25, 32]
38178	[2, 3, 6, 18, 45]	[2, 3, 6, 18, 45]
38179	[1, 12, 21, 12, 25]	[1, 12, 12, 21, 25]
38180	[1, 25, 12, 21, 36]	[1, 12, 21, 25, 36]
38181	[20, 4, 14, 5, 8]	[4, 5, 8, 14, 20]
38182	[4, 4, 18, 20, 36]	[4, 4, 18, 20, 36]
38183	[6, 3, 5, 30, 45]	[3, 5, 6, 30, 45]
38184	[12, 5, 21, 28, 35]	[5, 12, 21, 28, 35]
38185	[10, 20, 16, 30, 8]	[8, 10, 16, 20, 30]
38186	[3, 8, 3, 16, 45]	[3, 3, 8, 16, 45]
